"date","DOY","daytime","file_records","used_records","Tau","qc_Tau","rand_err_Tau","H.x","qc_H","rand_err_H","LE.x","qc_LE","rand_err_LE","co2_flux","qc_co2_flux","rand_err_co2_flux","h2o_flux","qc_h2o_flux","rand_err_h2o_flux","H_strg","LE_strg","co2_strg","h2o_strg","co2_v-adv","h2o_v-adv","co2_molar_density","co2_mole_fraction","co2_mixing_ratio","co2_time_lag","co2_def_timelag","h2o_molar_density","h2o_mole_fraction","h2o_mixing_ratio","h2o_time_lag","h2o_def_timelag","sonic_temperature","air_temperature","air_pressure","air_density","air_heat_capacity","air_molar_volume","ET","water_vapor_density","e","es","specific_humidity","RH","VPD","Tdew","u_unrot","v_unrot","w_unrot","u_rot","v_rot","w_rot","wind_speed","max_wind_speed","wind_dir","yaw","pitch","roll","u*","TKE","L","Z.L","bowen_ratio","T*","model","x_peak","x_offset","x_10%","x_30%","x_50%","x_70%","x_90%","un_Tau","Tau_scf","un_H","H_scf","un_LE","LE_scf","un_co2_flux","co2_scf","un_h2o_flux","h2o_scf","spikes_hf","amplitude_resolution_hf","drop_out_hf","absolute_limits_hf","skewness_kurtosis_hf","skewness_kurtosis_sf","discontinuities_hf","discontinuities_sf","timelag_hf","timelag_sf","attack_angle_hf","non_steady_wind_hf","u_spikes","v_spikes","w_spikes","ts_spikes","co2_spikes","h2o_spikes","chopper_LI-7500","detector_LI-7500","pll_LI-7500","sync_LI-7500","mean_value_RSSI_LI-7500","u_var","v_var","w_var","ts_var","co2_var","h2o_var","w/ts_cov","w/co2_cov","w/h2o_cov","vin_sf_mean","co2_mean","h2o_mean","dew_point_mean","co2_signal_strength_7500_mean","NA","LOGGERTEMP","VIN_1_1_1","PPFD_1_1_1","P_RAIN_1_1_1","RG_1_1_1","RH_1_1_1","RN_1_1_1","TA_1_1_1","TS_1_1_1","ea","es1","delta_e","delta_T","Ce","CH","U_deltaE","U_deltaT","stability_no","Wind.Speed..m.s.","Wind.Direction","ST..K.","SST..K..x","AT..K.","SWH..m.","SDLR..W.m2.","SDSR..W.m2.","SNLR..W.m2.","SNSR..W.m2.","LE..W.m2.","H..W.m2.","LE.y","H.y","QVAPOUR_sum..kg.kg.1.","Tair","U","WD","SST..K..y","Lat","Lon","wrfradc"
"1",2022-03-01,60.499870212766,0.51063829787234,18000,18000,0.000863015787234043,1.40425531914894,0.000798676491489362,0.319613,1.14893617021277,0.397280206382979,13.761475,1.28260869565217,5.03027439130435,-1.10379067489362,1.29787234042553,0.973499982978723,0.207143598913043,1.28260869565217,0.114552388695652,-0.0198035695652174,-114.6091785,0.0237829065217391,-2.60628027630435,1.35421091489362e-12,1.314048e-13,17.3677212765957,431.492914893617,443.28385106383,0.0404255319148936,0.553191489361702,1270.74553191489,31.5790765957447,32.6125531914894,0.0282608695652174,0.361702127659574,300.752957446809,300.398808510638,100511.893617021,1.15179255319149,1023.40191489362,0.024848029787234,0.013422915173913,0.0228988276595745,3174.99468085106,3622.59872340426,0.0198848255319149,88.2386574468085,447.604607429787,298.172510638298,0.240746328085106,-0.0156804382978723,0.000843381468085106,0.553576738297872,2.7541361787234e-15,8.8031789361702e-17,0.553576738297872,1.78707778723404,194.647431914894,214.05832893617,-1.85504104255319,NA,0.0537041276595745,0.139301841276596,-11.9581442553191,-0.333738667777778,0.657201273478261,-0.0166270253404255,0,231.739,-35.1673,79.5485,198.087,302.095,423.693,634.769,0.000906434617021276,1.04431425531915,1.57532576595745,1.04038,8.00691266521739,1.1225547826087,-1.15600301914894,1.12154063829787,0.182381183891304,1.1225547826087,800000099,800000099,800000099,800000284.106383,800000616.021277,800792899,899999999,899999999,89999,89999,89,89,8.14893617021277,7.87234042553191,0.425531914893617,13.0425531914894,13.7659574468085,10.1914893617021,0,0,0,0,90.8297872340426,0.181267124893617,0.0966435804255319,0.000693064980851064,0.123394603191489,1.36970201025532,14417.1692195652,0.00133656819361702,-0.00115600301914894,0.182381183891304,0,431.836170212766,27.3116063829787,22.263329787234,90.1087489361702,NA,28.484114893617,11.8789276595745,291.284875106383,0.000114893617021277,149.915788680851,88.2386574468085,113.167966170213,26.8841489361702,27.0004736842105,3.1147171086434,3.56576714193096,0.421193619319556,-0.41215789473684,0.00103634753800161,0.00105297718255808,0.30176643084511,-0.201734255160524,4.17777777777778,1.74253904941667,151.09241835625,301.3554407875,302.058985366667,300.4101855,0.819168877916667,-423.026273091667,-222.848957068958,43.9031165433333,-206.884274805375,93.6419779454167,15.0118459060833,97.6116048791667,92.6919513904167,0.00323467925,299.787070416667,2.18543425666667,123.512288625,295.8293,5.4699472,100.23554,296.424347916667
"2",2022-03-02,61.499870212766,0.468085106382979,18000,18000,0.000704605787234043,1.23404255319149,0.000182557919148936,1.07217885714286,1.19148936170213,0.153956753191489,5.72281285714286,1.17021276595745,1.06511355319149,-0.845845227446809,1.25531914893617,0.344580763829787,0.0967293917021277,1.17021276595745,0.0242856774468085,-0.0137367744680851,0.0587466276595745,0.0080988217021277,0.00133473659574468,2.14380561702128e-12,1.70746765957447e-13,17.8254404255319,444.189595744681,457.569212765957,0.0468085106382979,0.446808510638298,1331.00212765957,33.1669191489362,34.3060361702128,-0.0212765957446809,0.340425531914894,301.585617021277,301.126872340426,100454.595744681,1.14764276595745,1024.34042553191,0.0249225234042553,0.00626806455744681,0.0239846574468085,3332.79,3774.47106382979,0.020896785106383,88.9996808510638,441.680755774468,299.005574468085,-0.165097452340426,0.126354923404255,-0.00215472276595745,0.423120789361702,1.74991523404255e-15,1.31607427659574e-16,0.423120789361702,1.18765859574468,194.230051021277,202.173955319149,-2.61641242553191,NA,0.0286158676595745,0.0398023523404255,-65.3784312595745,-1.3810717747619,0.776459856278723,-0.0266580972319149,0,NA,NA,NA,NA,NA,NA,NA,0.000667989446808511,1.05458808510638,0.766442238297872,1.0446985106383,3.75000919148936,1.11109,-0.844247795744681,1.11109,0.0855726429787234,1.11109,800000099,800000099,800000099,800000143.680851,800001081.978723,800453562.829787,899999999,899999999,89999,89999,89,89,8.42553191489362,6.29787234042553,0.617021276595745,18.2340425531915,9,14.6808510638298,0,0,0,0,99.0212765957447,0.046723729787234,0.0326356576595745,0.000245396378723404,0.057390664893617,1.06872847061702,4837.25090212766,0.000653866544680851,-0.000844247795744681,0.0855726429787234,0,445.442489361702,29.3150914893617,23.6437085106383,97.7286425531915,NA,30.1520595744681,11.878514893617,402.541771702128,4.25531914893617e-06,203.260167553192,88.9996808510638,202.838346808511,27.6164468085107,27.9020454545455,3.27283096350162,3.76310958836396,0.495552967898685,0.192840909090912,0.000156985707565566,-0.00775639483373286,0.30853067910892,-0.023551956104545,3.33333333333333,1.30342516308333,168.233292262917,301.880822504167,302.3381551,301.085378008333,0.740856861041667,-419.955641425,-269.204035442833,50.3105192175,-250.066602076083,96.4813086245833,13.948401769,98.6816371208333,94.6132080583333,0.00323303025,300.141099166667,2.36090218625,119.479929708333,295.8293,5.4699472,100.23554,309.384781375
"3",2022-03-03,62.499870212766,0.48936170212766,18000,18000,0.0011137060212766,1.34042553191489,0.000240731453191489,1.520075,1.25531914893617,0.19121769787234,9.990025,1.31914893617021,0.645511127659575,-0.217122421276596,1.25531914893617,0.123812591489362,0.0697554185106383,1.31914893617021,0.0147260491489362,0.0274724255319149,-0.138058274468085,0.0215867510638298,-0.00312574659574468,-4.57299127659575e-12,-3.4435170212766e-13,17.5255574468085,436.986425531915,450.114063829787,0.0531914893617021,0.48936170212766,1307.32276595745,32.5985659574468,33.6983744680851,-0.00212765957446807,0.425531914893617,301.610234042553,301.277234042553,100447.319148936,1.14724765957447,1024.01063829787,0.0249368021276596,0.0045201536,0.0235579404255319,3275.2629787234,3813.25255319149,0.020534229787234,86.779429787234,537.989707023404,298.712425531915,-0.103518292319149,0.0740241510638298,-0.00211312731914894,0.413551078723404,-4.026641e-15,-2.59071863829787e-16,0.413551078723404,1.25703844680851,189.214546808511,214.600076595745,-2.82199781914894,NA,0.0329995340425532,0.0531898534042553,-12.5042086212766,-1.38920992,0.216661418085106,-0.0231172514468085,0,NA,NA,NA,NA,NA,NA,NA,0.001065019,1.05726404255319,0.881712230212766,1.05141723404255,2.69843979574468,1.14925446808511,-0.249245693617021,1.14925446808511,0.0616499320425532,1.14925446808511,800000099,800000099,800000099,800000099,800021656.446808,800774292.617021,899999999,899999999,89999,89999,89,89,9.14893617021277,7.46808510638298,0.361702127659574,11.7446808510638,5.59574468085107,11.1489361702128,0,0,0,0,100,0.07090396,0.0352091061702128,0.000266654674468085,0.083225085106383,0.0432178599148936,463.965687234043,0.000752122554255319,-0.000249245693617021,0.0616499320425532,0,436.956234042553,29.1564021276596,23.6203765957447,98.3873212765957,NA,29.7309234042553,11.8777106382979,399.334376595745,4.25531914893617e-06,204.277436957447,86.779429787234,185.394384680851,27.7300212765958,28.5947826086957,3.2108857650664,3.9147407527341,0.700877848069219,0.846478260869564,0.000303465209243452,0.00980366444820037,0.33883742123064,0.0106639150217391,3.44444444444445,1.137746040375,178.215934120417,302.072480520833,302.7109731,301.240942629167,0.837822906708333,-422.210051220833,-246.695836385583,48.7273988720833,-229.199776958708,95.1575578041667,13.142019272125,90.3521273167083,98.5145417483333,0.00297260270833333,299.795406666667,1.97677239875,225.251685125,295.8293,5.4699472,100.23554,281.291164430417
"4",2022-03-04,63.499870212766,0.468085106382979,18000,18000,-9.94479021276592e-05,1.21276595744681,0.000397682431914894,1.13430415384615,1.04255319148936,0.230784440425532,17.9890138461538,1.14893617021277,1.11015931914894,-0.311188119148936,1.12765957446809,0.113577195744681,0.241731616808511,1.14893617021277,0.0253441825531915,0.0748048361702128,-0.0973050212765957,-0.055515124893617,-0.00221236361702128,2.42199821276596e-12,2.04116012765957e-13,16.958629787234,424.376425531915,437.153042553191,0.0212765957446809,0.297872340425532,1301.72446808511,32.5758893617021,33.6764255319149,0.00212765957446808,0.106382978723404,302.774914893617,302.251234042553,100403.340425532,1.14305638297872,1024.01574468085,0.0250283978723404,0.0156642121489362,0.0234570829787234,3271.60893617021,4032.07468085106,0.0205202765957447,81.9348638297872,760.465744893617,298.679595744681,0.593100174468085,0.513596834042553,0.0208092457382979,1.0775891,3.27814879148936e-15,1.40551857446809e-16,1.0775891,2.11401776595745,135.552220638298,147.436703829787,0.153429055319149,NA,0.0479370427659574,0.0895607127659575,-12.6807603595745,-1.3673284673913,0.185664420851064,-0.0282680608510638,0,NA,NA,NA,NA,NA,NA,NA,-0.000120570861702128,1.02806276595745,1.94109685106383,1.02553468085106,9.39079489148936,1.07511723404255,-0.443806374787234,1.07511723404255,0.214495042765957,1.07511723404255,800000099,800000099,800000099,800000099,800000822.404255,800238877.723404,899999999,899999999,89999,89999,89,89,4.19148936170213,5.76595744680851,0.553191489361702,12.3404255319149,11.8510638297872,9.91489361702128,0,0,0,0,97.9148936170213,0.0992882978723404,0.0792971108510638,0.000536116265957447,0.0512032,0.021822554787234,966.980382978723,0.00165849561702128,-0.000443806374787234,0.214495042765957,0,424.346510638298,29.2103063829787,23.6300872340426,97.7138914893617,NA,30.4587234042553,11.8772468085106,333.007862978723,4.25531914893617e-06,166.796441680851,81.9348638297872,152.805473404255,28.7973191489362,28.7195531914894,3.22673223408745,3.94191121635972,0.715178982272262,-0.0777659574468119,0.000223397553509298,-0.00150085667461799,0.84191489485939,-0.363676013159579,2.43478260869565,1.67858455695833,69.9131533363333,302.086903891667,302.725855533333,301.324179333333,0.739429992916667,-427.079194391667,-223.187455494125,44.0359140241667,-207.487833660625,101.658093132917,12.038233439125,101.477635777917,68.062153375,0.00316541395833333,298.82603875,2.07501367291667,88.3854562333333,295.8293,5.4699472,100.23554,249.101687075
"5",2022-03-05,64.5132933333333,0.0222222222222222,17981.0666666667,17981.0666666667,0.000223294244444444,1.24444444444444,0.000441968168888889,1.86797263157895,1.08888888888889,0.334363977777778,13.4403905555556,1.13513513513514,2.55304637837838,-0.919516573684211,1.05263157894737,0.768151628947369,0.176254791891892,1.13513513513514,0.0581890081081081,-0.181152072325581,1866.24911904865,-0.00785409609411779,42.4071828441892,8.28592578947369e-13,1.09443368609756e-13,18.2097263157895,453.150315789474,463.942684210526,0.00789473684210526,0.111111111111111,912.031714390244,22.7381414731707,23.4008395634146,-0.0162162162162162,0.2,301.134288888889,300.325022222222,100427.888888889,1.15591888888889,1017.26866666667,0.0248626733333333,0.0114212967567568,0.016434804104878,2284.30757878049,3653.14,0.0142991943853659,60.620695,1368.83324390244,288.662536585366,0.490873415555556,0.603576428888889,0.0199906335555556,0.971862837777778,-1.38213212866667e-15,-2.46735711111111e-17,0.971862837777778,2.08062608888889,114.301636,127.407633555556,0.155636,NA,0.0468728844444444,0.135151615555556,-4.86061208888889,-1.1207190952381,0.0808724,-0.0408237533333333,0,NA,NA,NA,NA,NA,NA,NA,0.000191134422222222,1.02653,2.78932918222222,1.02514311111111,6.84883181081081,1.08025432432432,-1.01926368421053,1.08020447368421,0.156075208108108,1.08025432432432,800000099,800000172.333333,800000099,800000416.777778,800000556.777778,801159432.333333,899999999,899999999,89999,89999,89,89,5.08888888888889,5.4,0.422222222222222,9.82222222222222,9.42222222222222,6.68888888888889,0,0,0,0,78.8444444444444,0.175353842222222,0.0944508642222222,0.000498308204444444,0.0981689422222222,2.15688673089474,12439.3450540541,0.00237063943111111,-0.00101926368421053,0.156075208108108,0,603.865777777778,21.8651277777778,16.5860791555556,79.7878311111111,NA,28.3592477272727,11.8764840909091,252.119370227273,0.000854545454545454,123.16423025,88.3100409090909,91.2187159090909,27.2737380952381,28.4097674418605,3.18556805455152,3.87131625460923,0.681906668604465,1.15231707317073,0.000194067815351617,0.00479861034141524,0.687588960061544,0.83344735615366,2.38095238095238,2.17992189516667,122.1401901235,301.577548975,302.3995005,299.9853986125,0.601287633125,-427.311242416667,-189.971824641542,41.0570464141667,-176.350691478292,105.535378777083,15.4135322575417,114.118253679167,89.0361892495833,0.00329010675,298.962853333333,2.21569222625,94.8722127583333,295.8293,5.4699472,100.23554,305.943002722792
"6",2022-03-06,65.499870212766,0,18000,18000,0.00191310061702128,1.29787234042553,0.000470313325531915,1.58551,1.17021276595745,0.388699812765957,6.29438333333333,1.15909090909091,2.93414770454545,-0.501534067209302,1.18604651162791,0.629812127906977,0.170264288636364,1.15909090909091,0.0668018225,0.0134531191489362,1758.75830037133,-0.726006161707317,39.9866837265556,-4.12695065116279e-12,-1.74941998695652e-13,18.0503255813953,448.217418604651,460.718395348837,-0.0581395348837209,0.340425531914894,1022.53799,25.4029986086957,26.1404515934783,-0.05,0.191489361702128,300.395127659574,299.730680851064,100360.042553191,1.15557170212766,1019.56574468085,0.0248301446808511,0.0110331287272727,0.0184261307630435,2550.52278652174,3484.90760869565,0.0159745019043478,72.9692444782609,934.385608695652,292.248391304348,0.16984834112766,0.0183490395744681,2.34521914893622e-05,0.488306770212766,-5.83090489361702e-16,-1.8226880212766e-16,0.488306770212766,1.61564857446809,170.39978212766,205.578135744681,-2.1132633,NA,0.0429924957446809,0.105104957659574,-3.8350535106383,-0.983776115555556,-0.0879075272727273,-0.0235655638297872,0,NA,NA,NA,NA,NA,NA,NA,0.00183934546808511,1.05094106382979,1.6680057987234,1.04262468085106,6.56453686363636,1.11219522727273,-0.601967961860465,1.11315,0.149509982954545,1.11219522727273,800000099,800000124.531915,800000099,800000258.574468,800214760.702128,801262656.446808,899999999,899999999,89999,89999,89,89,11.1063829787234,11.7234042553191,1,15.8510638297872,11.6170212765957,10.7872340425532,0,0,0,0,92.3404255319149,0.147466031489362,0.0622585704255319,0.000485440978723404,0.110381153191489,1.31338662160465,8022.91252954546,0.00141558104638298,-0.000601967961860465,0.149509982954545,0,556.580744680851,26.1689378723404,20.5984908510638,92.1342085106383,NA,28.3388638297872,11.8770574468085,239.968981914894,0.000476595744680851,115.442419489362,94.4667021276596,95.3303936170213,26.4468510638298,27.9143404255319,3.24908760669595,3.76112312767929,0.512035520983334,1.46748936170213,0.000324251456141958,0.020688381577803,0.220495779664902,0.534048676321275,3.62222222222222,1.966277654,117.289252596875,301.400842033333,302.386255933333,300.187371575,0.502126763208333,-426.350672408333,-185.967573801417,40.14643573875,-172.874516804375,98.6355946870833,15.2092539478333,109.427974808333,90.9204597791667,0.00378838083333333,299.905155833333,3.09364725666667,70.7546557291667,295.8293,5.4699472,100.23554,304.675051844167
"7",2022-03-07,66.47904,0,18000,18000,0.0010481168,1.2,0.000257219808888889,0.982149,1.33333333333333,0.246194237777778,4.6506675,1.26190476190476,2.09569614285714,0.0129214323684211,1.21052631578947,0.386183794736842,0.0847835953095238,1.26190476190476,0.0477114792857143,-0.00932382466666672,-0.643422543902439,-0.223288345555556,-0.0145955712195122,-1.30925187631579e-12,-9.55599464285714e-14,18.6703526315789,464.202052631579,477.345,0.0289473684210526,0.444444444444444,951.284267380952,23.67406865,24.3744796619048,-0.0357142857142857,0.311111111111111,300.351155555556,299.964577777778,100328.977777778,1.15556444444444,1018.03822222222,0.0248573044444444,0.00549397613809524,0.0171421261880952,2377.01158785714,3562.68,0.014890255552381,66.1692623571429,1185.66847619048,288.331333333333,0.00593116420577778,0.0825451888888889,-0.000874430933333333,0.402200902222222,-3.54915749333333e-15,-2.40351924444444e-16,0.402200902222222,1.31825493333333,198.128877777778,197.035268888889,-2.65447894222222,NA,0.0349957488888889,0.0869959722222222,7.20019431111111,-0.779462960222222,2.71256431904762,-0.00894615031111111,0,NA,NA,NA,NA,NA,NA,NA,0.000992018955555556,1.05215177777778,0.533147942222222,1.04411622222222,3.2470980547619,1.11043595238095,-0.0272320157894737,1.11162710526316,0.074020302452381,1.11043595238095,800000099,800000123.444444,800000099,800000336.777778,800023794.555556,801227330.111111,899999999,899999999,89999,89999,89,89,8.53333333333333,7.48888888888889,0.333333333333333,11.4,8.44444444444444,10.7111111111111,0,0,0,0,88.6888888888889,0.0922134753333333,0.0814832493333333,0.000295145737777778,0.0872410977777778,1.61929905726316,10703.7511428571,0.000456678948888889,-2.72320157894737e-05,0.074020302452381,0,596.886844444444,25.5691406666667,19.4157708888889,88.4351888888889,NA,28.3202933333333,11.8768911111111,336.694568,9.77777777777778e-05,172.708975155556,93.0341162790698,153.978384444444,26.4239285714286,27.7968444444445,3.20147493660384,3.73585971334033,0.528903459009912,1.34780952380952,0.000232631552828798,-0.00333891303337751,0.222869347217895,-0.0170667285690455,4.28888888888889,2.40687116491667,122.934215862292,301.729412083333,302.411275216667,300.3780047,0.440788815416667,-428.423744195833,-251.70376459525,40.7344008279167,-234.425439198,122.1612765025,16.7464847569167,78.10105926625,82.25670179125,0.002881483,299.323626666667,2.88551490141667,236.599102583333,295.8293,5.4699472,100.23554,237.965606500042
"8",2022-03-08,67.499870212766,0,18000,18000,0.000495979468085106,1.65957446808511,0.000549157523404255,1.2502768,1.1063829787234,0.362477727659574,6.62993666666667,1.17021276595745,5.3875164893617,0.0525599583783784,1.18918918918919,1.05883172189189,0.0389119110212766,1.17021276595745,0.12254281106383,-0.0232598117021277,-0.125777836595745,0.256517264242424,-0.00286001908510638,-2.30074813513514e-12,-2.79015319787234e-13,17.338127027027,431.043702702703,444.003189189189,0.0702702702702703,0.382978723404255,1002.99951553191,24.9311921914894,25.6662814893617,-0.0340425531914894,0.191489361702128,300.533446808511,299.769893617021,100347.382978723,1.15524978723404,1019.61042553191,0.0248366872340426,0.00252149699042553,0.0180740501702128,2502.73597446809,3488.07489361702,0.0156803101765957,71.0729865744681,985.338512765957,291.540382978723,0.156082517021277,-0.0755204968085106,-0.00131981612765958,0.66791405106383,5.5712606893617e-15,-1.53932680851064e-16,0.66791405106383,2.21464036170213,193.628772340426,196.14854487234,-1.36474134042553,NA,0.047931314893617,0.148267666595745,-5.55481740425532,-0.562106070454546,0.908776789361702,-0.0205322655319149,0,NA,NA,NA,NA,NA,NA,NA,0.000464729765957447,1.03334212765957,1.51495862680851,1.02978234042553,1.29630471276596,1.08773468085106,-0.0718346064864864,1.09217756756757,0.0295605207021277,1.08773468085106,800000099,800000162.829787,800000099,800000392.617021,800447639.425532,801607503.255319,899999999,899999999,89999,89999,89,89,8.78723404255319,9.02127659574468,0.872340425531915,11.3617021276596,11.531914893617,10.8723404255319,0,0,0,0,91,0.202184653191489,0.0936177940425532,0.000732845731914894,0.0989862787234043,2.23015592316216,22266.5368723404,0.00128473719744681,-7.18346064864866e-05,0.0295605207021277,0,592.741234042553,26.400054893617,20.9532704255319,90.8416914893617,NA,27.5141829787234,11.8771765957447,241.116420425532,0.000276595744680851,119.391252808511,94.8855936170213,78.6419304255319,26.5026170212766,27.592170212766,3.27697672582697,3.69097091399628,0.413994188169313,1.08955319148936,0.000188125941336015,-0.0158887658086301,0.268410102328459,0.67590849438936,3.38636363636364,2.396482746125,143.853421523333,301.530101775,302.394999183333,300.007587441667,0.379793420458333,-429.257381441667,-188.335651396292,38.45430127875,-174.156514478542,114.496777854167,16.986382166125,101.894427729167,98.1960446841667,0.002085744125,300.014974166667,2.25016740541667,95.1938625583333,295.8293,5.4699472,100.23554,306.368001825
"9",2022-03-09,68.499870212766,0,18000,18000,0.00335357715744681,1.38297872340426,0.00058896449787234,1.26982377777778,1.21276595744681,0.50435484893617,8.48869333333333,1.27659574468085,1.85909950425532,-0.926587886086957,1.23913043478261,0.415226191304348,0.100977625434043,1.27659574468085,0.042319719787234,0.148529203191489,0.501293813191489,-0.416774385333333,0.0114238970425532,-3.16955253913043e-12,-1.09982286382979e-13,17.3108347826087,431.54097826087,444.780804347826,0.0326086956521739,0.617021276595745,1090.71986808511,27.1981852,28.0204255765957,-0.0106382978723404,0.319148936170213,301.103382978723,300.652638297872,100274.446808511,1.1500485106383,1020.90808510638,0.0249280191489362,0.00654334602595745,0.0196547867893617,2728.13331595745,3683.94106382979,0.0171108622361702,74.5517640212766,955.808574468085,292.905723404255,-0.0660866978510639,0.124354719148936,-0.000432208829787234,0.482904210638298,1.20864504255319e-15,-1.64799300638298e-16,0.482904210638298,1.7306365106383,190.07482,196.178354680851,-1.65222080851064,NA,0.0480164489361702,0.109699742765957,28.5497450891489,-1.31159759577778,2.51472509425532,-0.0345675412765957,0,NA,NA,NA,NA,NA,NA,NA,0.00324865173191489,1.03709361702128,1.55000223765957,1.03609553191489,3.81573203021277,1.11844553191489,-0.952765965217391,1.11885043478261,0.0870047104468085,1.11844553191489,800000099,800000099,800000099,800000143.680851,800001081.978723,801140218.148936,899999999,899999999,89999,89999,89,89,6.91489361702128,7.17021276595745,0.638297872340426,12.3829787234043,9.65957446808511,14.8936170212766,0,0,0,0,98.9574468085106,0.136268950851064,0.082583794893617,0.000546772344680851,0.157935280851064,0.342430166,5535.47864255319,0.0013174540012766,-0.000952765965217392,0.0870047104468085,0,440.926382978723,29.587,23.7100319148936,98.5269319148936,NA,29.5573765957447,11.8767021276596,398.24156893617,1.70212765957447e-05,223.354725978723,89.7977382978723,205.114529787234,27.1742978723405,27.6973191489362,3.21979574669665,3.71436810696637,0.494572360269722,0.52302127659574,0.000275252105384586,0.0101273083156033,0.244005788618487,-0.0817038510446809,4.51111111111111,1.522392102875,154.194734254042,301.938205725,302.731719966667,300.746410375,0.515845636583333,-425.432823175,-231.147303263667,44.2276866441667,-214.762479142125,99.8675429025,13.8908939367083,97.2913927625,101.725424281667,0.003289581,300.426435833333,2.8066743225,187.2355574375,295.8293,5.4699472,100.23554,302.3853885625
"10",2022-03-10,69.499870212766,0,18000,18000,0.00210557659574468,1.31914893617021,0.000556847276595745,1.225105,1.12765957446809,0.408179768085106,6.787915,1.41304347826087,1.9276407826087,-0.630941204090909,1.13636363636364,0.542450620227273,0.00467109260869565,1.41304347826087,0.0439094189130435,-0.0699228659574468,1694.02635418553,-0.041954020952381,38.4792093978191,-6.84117365909091e-12,-3.73726825319149e-13,17.411175,434.823545454545,447.544454545455,0.025,0.617021276595745,1054.95240170213,26.360866893617,27.1882587744681,-0.00869565217391305,0.48936170212766,301.551787234043,301.073957446808,100259.60212766,1.14864042553191,1020.46978723404,0.0249666957446809,0.000302687239130435,0.0190102353255319,2643.32375914894,3773.35638297872,0.0165908334255319,69.9435158510638,1130.03282978723,292.208425531915,-0.0821039519148936,-0.13883876806383,-0.00830867061702128,0.399480240425532,3.01070253191489e-15,-3.50620361702128e-16,0.399480240425532,1.73563589361702,182.936009361702,215.649116255319,-1.89912056382979,NA,0.0527305674468085,0.114037620638298,7.38632862340426,-0.981958166222222,0.0832513958695652,-0.0296377210638298,0,NA,NA,NA,NA,NA,NA,NA,0.00198399963829787,1.04412829787234,1.6023039806383,1.03752,-0.0337252554347822,1.10559391304348,-0.675514533409091,1.10651772727273,-0.000661023130434779,1.10559391304348,800000099,800000122.404255,800000099,800000192.617021,800000699,802034981.978723,899999999,899999999,89999,89999,89,89,7.4468085106383,8.70212765957447,0.74468085106383,11.4042553191489,16.2978723404255,13.8085106382979,0,0,0,0,95.2127659574468,0.144350751914894,0.08307236,0.000652034412765957,0.0970952255319149,0.802051658886364,4423.05736956522,0.00136812088319149,-0.000675514533409091,-0.000661023130434779,0,536.86485106383,27.5341842553192,21.5304661276596,94.8940638297872,NA,29.3526957446809,11.8769978723404,380.982047021277,0.000387234042553192,200.052639595745,88.623485106383,171.210422297872,27.6034042553192,27.9589361702128,3.25355621552842,3.77276525072611,0.519209035197684,0.355531914893613,0.00027629946919849,0.00718638172760551,0.23937636891629,0.00818006926382767,2.95555555555556,2.294785271,158.710534729583,301.846621191667,302.693405116667,300.9369583,0.65920240175,-431.905099229167,-206.70753097475,38.22981055625,-191.466428119333,110.0327491775,16.9078470875,92.8933149916667,105.478743954167,0.00208236091666667,300.183821666667,2.36990313916667,118.012650620833,295.8293,5.4699472,100.23554,312.819953333333
